"id";"age";"sexe";"nivetud";"poids";"occup";"qualif";"freres.soeurs";"clso";"relig";"trav.imp";"trav.satisf";"hard.rock";"lecture.bd";"peche.chasse";"cuisine";"bricol";"cinema";"sport";"heures.tv"
272;49;"Homme";"Enseignement superieur y compris technique superieur";1970,1940138;"Exerce une profession";;3;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";1
273;41;"Femme";"2eme cycle";1807,9924645;"Exerce une profession";"Employe";6;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
276;36;"Femme";"Enseignement technique ou professionnel court";1611,8035802;"Exerce une profession";"Ouvrier specialise";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
277;36;"Homme";"Enseignement technique ou professionnel court";2170,1534437;"Exerce une profession";"Ouvrier qualifie";1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Non";"Non";"Non";"Oui";1
279;46;"Femme";"Enseignement superieur y compris technique superieur";4054,4225278;"Exerce une profession";"Technicien";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1,4
280;54;"Homme";"Enseignement technique ou professionnel court";8970,644381;"Exerce une profession";"Profession intermediaire";4;"Non";"Pratiquant regulier";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0
284;84;"Femme";"Derniere annee d'etudes primaires";4468,9762663;"Retraite";"Employe";0;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";3
285;62;"Femme";"Enseignement technique ou professionnel court";2220,7875362;"Retraite";"Employe";0;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
287;35;"Femme";"Enseignement superieur y compris technique superieur";2543,5617953;"Etudiant, eleve";"Cadre";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";1
291;27;"Femme";"Enseignement superieur y compris technique superieur";13480,678223;"Exerce une profession";"Employe";2;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";1
293;30;"Femme";"Enseignement superieur y compris technique superieur";9819,2302379;"Exerce une profession";"Cadre";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";2
296;30;"Homme";"Enseignement technique ou professionnel court";9356,3989096;"Exerce une profession";"Ouvrier qualifie";3;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";1
297;32;"Homme";"Enseignement technique ou professionnel court";1815,7655261;"Exerce une profession";"Employe";1;"Non";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";5
298;50;"Femme";"Derniere annee d'etudes primaires";189,56696914;"Autre inactif";"Employe";0;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";6
300;49;"Homme";"Enseignement superieur y compris technique superieur";8222,2734873;"Exerce une profession";"Profession intermediaire";1;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Oui";1
303;56;"Femme";"Derniere annee d'etudes primaires";6040,5123309;"Exerce une profession";;2;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";0
307;77;"Femme";"Enseignement superieur y compris technique superieur";605,5214613;"Retraite";"Cadre";4;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1,4
309;36;"Femme";"Enseignement superieur y compris technique superieur";1229,0118669;"Exerce une profession";"Cadre";4;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";2
312;22;"Femme";"Enseignement superieur y compris technique superieur";6062,769463;"Exerce une profession";"Employe";1;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";2
314;78;"Homme";"Derniere annee d'etudes primaires";8241,6722575;"Retraite";"Employe";5;"Oui";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
317;48;"Femme";"2eme cycle";4948,6600674;"Autre inactif";"Employe";6;"Non";"Rejet";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";4
318;50;"Homme";"Derniere annee d'etudes primaires";3954,3312663;"Exerce une profession";;4;"Non";"Pratiquant occasionnel";"Le plus important";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
320;33;"Femme";"Enseignement technique ou professionnel long";1252,3069174;"Au foyer";;4;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";3
323;36;"Homme";"Enseignement technique ou professionnel court";13413,616951;"Exerce une profession";"Ouvrier specialise";5;"Non";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Oui";3
325;56;"Homme";"Derniere annee d'etudes primaires";502,11162268;"Chomeur";"Ouvrier qualifie";4;"Non";"Rejet";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
328;85;"Femme";"A arrete ses etudes, avant la derniere annee d'etudes primaires";4069,2853751;"Retraite";"Employe";6;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";4
330;27;"Femme";"Enseignement superieur y compris technique superieur";6446,6063962;"Exerce une profession";"Cadre";2;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Equilibre";"Non";"Oui";"Non";"Oui";"Non";"Oui";"Oui";1
332;26;"Femme";"Enseignement superieur y compris technique superieur";7973,2612652;"Exerce une profession";"Employe";1;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1,4
336;51;"Femme";"Enseignement technique ou professionnel court";3689,3971974;"Exerce une profession";"Technicien";1;"Oui";"Appartenance sans pratique";"Peu important";"Insatisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";3
340;31;"Femme";"1er cycle";1455,4541264;"Chomeur";"Ouvrier specialise";7;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
342;59;"Femme";"Enseignement technique ou professionnel court";26983,526946;"Autre inactif";"Profession intermediaire";2;"Oui";"NSP ou NVPR";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";2
347;20;"Homme";"1er cycle";12698,59372;"Chomeur";"Autre";3;"Oui";"Rejet";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2
348;54;"Femme";"Derniere annee d'etudes primaires";463,85818736;"Chomeur";"Ouvrier specialise";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";8
350;36;"Femme";"Enseignement technique ou professionnel court";1160,638325;"Exerce une profession";"Ouvrier qualifie";3;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";2
353;52;"Homme";"Enseignement technique ou professionnel court";2051,0842439;"Exerce une profession";"Profession intermediaire";1;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Non";4,6
354;42;"Femme";"Enseignement technique ou professionnel court";6058,0840315;"Exerce une profession";"Employe";3;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";1
360;41;"Homme";"Enseignement technique ou professionnel long";3291,4584361;"Exerce une profession";"Profession intermediaire";2;"Non";"NSP ou NVPR";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";1
361;51;"Femme";"Enseignement technique ou professionnel court";1657,396106;"Chomeur";"Ouvrier qualifie";5;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";5
362;77;"Homme";"1er cycle";4178,8894369;"Retraite";"Cadre";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Oui";"Oui";"Oui";0
365;33;"Femme";"Enseignement superieur y compris technique superieur";7484,5536026;"Au foyer";"Employe";1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Non";"Non";"Oui";4
367;22;"Femme";"Enseignement technique ou professionnel court";6446,6063962;"Exerce une profession";"Profession intermediaire";3;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";3
369;59;"Femme";"Derniere annee d'etudes primaires";8136,9946622;"Autre inactif";"Employe";7;"Non";"NSP ou NVPR";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
370;36;"Homme";"1er cycle";1434,4754087;"Exerce une profession";"Ouvrier specialise";3;"Non";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
373;53;"Homme";"2eme cycle";3546,496205;"Exerce une profession";;3;"Non";"NSP ou NVPR";"Aussi important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
376;29;"Femme";"Enseignement superieur y compris technique superieur";9683,5763759;"Chomeur";"Technicien";0;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
377;18;"Homme";;11213,312156;"Etudiant, eleve";;1;"Oui";"Rejet";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";1,4
378;22;"Homme";"Enseignement technique ou professionnel court";14830,583829;"Exerce une profession";"Ouvrier specialise";6;"Non";"Ni croyance ni appartenance";"Peu important";"Satisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";5
379;26;"Femme";;14891,773367;"Etudiant, eleve";;3;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";2
380;31;"Femme";"Enseignement superieur y compris technique superieur";2756,881314;"Exerce une profession";"Employe";1;"Non";"Rejet";"Le plus important";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";3
381;71;"Homme";"2eme cycle";6708,9559572;"Retraite";"Employe";1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";8
385;49;"Femme";"2eme cycle";8482,979418;"Exerce une profession";"Cadre";3;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Oui";"Non";1,4
386;33;"Femme";"Enseignement technique ou professionnel court";3359,9173235;"Au foyer";"Ouvrier specialise";3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";3
387;40;"Femme";"Derniere annee d'etudes primaires";1377,1730906;"Chomeur";"Ouvrier specialise";5;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Non";0,4
388;67;"Femme";"Enseignement technique ou professionnel court";11724,966702;"Retire des affaires";;1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Oui";"Oui";"Oui";2,1
390;29;"Homme";"Derniere annee d'etudes primaires";1581,014855;"Chomeur";"Ouvrier specialise";3;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Non";"Non";"Non";"Non";2
393;22;"Femme";"Enseignement technique ou professionnel long";9742,0010638;"Exerce une profession";"Employe";2;"Non";"Pratiquant occasionnel";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Oui";3
395;19;"Femme";;7421,6511043;"Etudiant, eleve";;1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";3
404;27;"Homme";"2eme cycle";23867,625097;"Chomeur";"Ouvrier qualifie";0;"Oui";"Rejet";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
405;70;"Femme";"Derniere annee d'etudes primaires";9984,414259;"Retire des affaires";;1;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Oui";"Oui";"Non";"Non";"Oui";2
407;19;"Homme";"Enseignement technique ou professionnel long";3151,2192593;"Chomeur";"Ouvrier specialise";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Oui";"Oui";"Non";"Oui";"Oui";4
409;46;"Homme";"Enseignement superieur y compris technique superieur";6587,1459781;"Exerce une profession";"Cadre";0;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";2
410;77;"Femme";"1er cycle";5188,0869049;"Retire des affaires";;0;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Non";1
413;35;"Femme";"Enseignement technique ou professionnel court";9336,1829105;"Exerce une profession";"Ouvrier specialise";3;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
416;64;"Homme";"Enseignement superieur y compris technique superieur";1043,8166567;"Retraite";"Cadre";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";3
417;29;"Femme";"Enseignement technique ou professionnel long";194,44284844;"Chomeur";"Ouvrier specialise";3;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";4
418;58;"Homme";"N'a jamais fait d'etudes";1737,1740278;"Retraite";"Ouvrier qualifie";2;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
420;39;"Homme";"Enseignement technique ou professionnel court";6822,8771022;"Exerce une profession";"Ouvrier specialise";3;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Insatisfaction";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Oui";3
424;57;"Femme";"Derniere annee d'etudes primaires";3963,1840782;"Exerce une profession";"Employe";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";0
426;66;"Femme";"N'a jamais fait d'etudes";2147,8410628;"Retraite";"Technicien";5;"Non";"Pratiquant regulier";;;"Non";"Non";"Non";"Non";"Oui";"Non";"Non";10
427;19;"Homme";"Enseignement technique ou professionnel court";2472,3123286;"Exerce une profession";"Ouvrier specialise";7;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0,4
428;24;"Homme";"Enseignement superieur y compris technique superieur";8569,6803325;"Exerce une profession";"Technicien";1;"Oui";"Appartenance sans pratique";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Oui";0
435;72;"Femme";"Enseignement superieur y compris technique superieur";693,12945139;"Retraite";"Cadre";1;"Oui";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Non";0
436;29;"Femme";"2eme cycle";6319,542334;"Exerce une profession";;2;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Oui";"Oui";0
437;35;"Homme";"Enseignement technique ou professionnel court";7671,196309;"Exerce une profession";"Ouvrier qualifie";3;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Oui";1
439;57;"Femme";"1er cycle";1236,7326385;"Autre inactif";"Employe";4;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
440;40;"Femme";"Enseignement superieur y compris technique superieur";3433,1849212;"Exerce une profession";"Cadre";3;"Oui";"Pratiquant regulier";"Moins important que le reste";"Insatisfaction";"Non";"Non";"Oui";"Non";"Non";"Oui";"Oui";0,9
443;54;"Homme";"N'a jamais fait d'etudes";10392,458565;"Autre inactif";"Ouvrier specialise";9;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";4
445;25;"Femme";"Enseignement superieur y compris technique superieur";11050,062919;"Etudiant, eleve";;0;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
446;34;"Homme";"Enseignement technique ou professionnel court";14983,115178;"Exerce une profession";"Ouvrier specialise";3;"Oui";"Ni croyance ni appartenance";"Aussi important que le reste";"Equilibre";"Non";"Non";"Oui";"Non";"Non";"Non";"Non";1
447;51;"Femme";"Enseignement technique ou professionnel court";4426,975137;"Autre inactif";"Ouvrier qualifie";2;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Non";5
449;32;"Homme";;6310,7989199;"Chomeur";"Autre";2;"Oui";"NSP ou NVPR";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";0
450;24;"Femme";"Enseignement technique ou professionnel long";6352,8385866;"Chomeur";"Employe";1;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";4
451;35;"Femme";"Enseignement technique ou professionnel court";9657,9959472;"Au foyer";"Employe";4;"Non";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";2
453;19;"Homme";;4443,4641833;"Etudiant, eleve";;1;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Oui";"Oui";0
454;50;"Femme";"2eme cycle";3436,3608821;"Au foyer";"Employe";2;"Non";"Pratiquant occasionnel";;;"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";5
456;64;"Homme";"N'a jamais fait d'etudes";3560,0213282;"Retraite";"Ouvrier specialise";4;"Non";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
457;57;"Homme";"Enseignement technique ou professionnel long";4794,2161797;"Chomeur";"Profession intermediaire";2;"Oui";"Appartenance sans pratique";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";5
458;56;"Homme";"Enseignement superieur y compris technique superieur";3244,1061484;"Exerce une profession";;2;"Oui";"Appartenance sans pratique";"Aussi important que le reste";"Satisfaction";"Non";"Non";"Non";"Non";"Oui";"Non";"Non";0,4
463;54;"Femme";"Enseignement superieur y compris technique superieur";1194,0788569;"Exerce une profession";"Cadre";1;"Oui";"Rejet";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Non";"Non";2
464;81;"Femme";"Derniere annee d'etudes primaires";2916,9254013;"Retraite";"Employe";4;"Oui";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Non";"Non";"Non";"Non";1
466;38;"Femme";"2eme cycle";8727,1487008;"Exerce une profession";"Ouvrier qualifie";2;"Oui";"Ni croyance ni appartenance";"Moins important que le reste";"Satisfaction";"Non";"Non";"Non";"Oui";"Non";"Oui";"Oui";1
468;54;"Femme";"Derniere annee d'etudes primaires";5476,1502855;"Exerce une profession";"Employe";8;"Non";"Appartenance sans pratique";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Non";"Non";3
469;38;"Homme";"2eme cycle";3611,1468633;"Exerce une profession";"Profession intermediaire";0;"Non";"Ni croyance ni appartenance";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Oui";"Oui";"Oui";"Oui";4
471;32;"Femme";"Enseignement technique ou professionnel court";5703,3187067;"Au foyer";"Ouvrier qualifie";4;"Ne sait pas";"Ni croyance ni appartenance";;;"Non";"Non";"Non";"Oui";"Non";"Non";"Oui";3
478;35;"Homme";"Enseignement technique ou professionnel court";9000,5978675;"Exerce une profession";"Ouvrier qualifie";2;"Oui";"Rejet";"Moins important que le reste";"Equilibre";"Non";"Non";"Non";"Non";"Non";"Oui";"Non";3
479;33;"Homme";"Enseignement technique ou professionnel court";8368,88107;"Exerce une profession";"Technicien";1;"Oui";"Pratiquant occasionnel";"Moins important que le reste";"Equilibre";"Non";"Non";"Oui";"Oui";"Oui";"Non";"Oui";3
